,NPI,NPPES_last_name,NPPES_first_name,NPPES_zip_code,NPPES_state,Speciality_Description,YEAR,Total_Claim_Count,Opioid_Claim_Count,Long-Acting_Opioid_Claim_Count,ZIP,COUNTY
2783,1003020645,ILAHI,MARIUM,68124,NE,Endocrinology,2014,2974,0,0,68124,Douglas
2784,1003020645,ILAHI,MARIUM,68124,NE,Endocrinology,2015,2835,0,0,68124,Douglas
2785,1003020645,ILAHI,MARIUM,68124,NE,Endocrinology,2016,3073,0,0,68124,Douglas
2786,1003020645,ILAHI,MARIUM,68124,NE,Endocrinology,2017,3404,0,0,68124,Douglas
2787,1003026782,CHASE,MARK,68124,NE,Dentist,2013,17,0,0,68124,Douglas
2788,1003026782,CHASE,MARK,68124,NE,Dentist,2014,43,0,0,68124,Douglas
2789,1003026782,CHASE,MARK,68124,NE,Dentist,2015,61,0,0,68124,Douglas
2790,1003026782,CHASE,MARK,68124,NE,Dentist,2016,52,0,0,68124,Douglas
2791,1003026782,CHASE,MARK,68124,NE,Dentist,2017,28,0,0,68124,Douglas
2792,1003018946,LOUX,TARA,33155,FL,General Surgery,2013,19,12,0,33155,Miami-Dade
2793,1003019001,LI,BEN,94143,CA,Obstetrics & Gynecology,2017,14,0,0,94143,San
2794,1003019019,DUDNEY,BLONIE,63031,MO,Ophthalmology,2013,970,0,0,63031,St.
2795,1003019019,DUDNEY,BLONIE,63031,MO,Ophthalmology,2014,1019,0,0,63031,St.
2796,1003019019,DUDNEY,BLONIE,63031,MO,Ophthalmology,2015,865,0,0,63031,St.
2797,1003019019,DUDNEY,BLONIE,63031,MO,Ophthalmology,2016,907,0,0,63031,St.
2798,1003019019,DUDNEY,BLONIE,63031,MO,Ophthalmology,2017,1200,0,0,63031,St.
2799,1003019043,GOEKE,KATHRYN,45409,OH,Family Practice,2013,190,27,0,45409,Montgomery
2800,1003019043,GOEKE,KATHRYN,45409,OH,Family Practice,2014,166,21,0,45409,Montgomery
2801,1003043787,ANUSIONWU,NGOZIKA,45409,OH,Internal Medicine,2013,205,18,0,45409,Montgomery
2802,1003019043,GOEKE,KATHRYN,80228,CO,Family Practice,2015,215,27,0,80228,Jefferson
2803,1003019043,GOEKE,KATHRYN,80228,CO,Family Practice,2016,178,16,0,80228,Jefferson
2804,1003019043,GOEKE,KATHRYN,80228,CO,Family Practice,2017,196,17,0,80228,Jefferson
2805,1003019050,YOUNG,WALTER,30311,GA,Dentist,2013,251,94,0,30311,Fulton
2806,1003019050,YOUNG,WALTER,30311,GA,Dentist,2014,276,109,0,30311,Fulton
2807,1003019050,YOUNG,WALTER,30311,GA,Dentist,2015,385,135,0,30311,Fulton
2808,1003019050,YOUNG,WALTER,30311,GA,Dentist,2016,324,125,0,30311,Fulton
2809,1003019050,YOUNG,WALTER,30311,GA,Dentist,2017,351,135,0,30311,Fulton
2810,1003019209,NAIR,DEEPAK,61637,IL,Critical Care (Intensivists),2016,110,0,0,61637,Peoria
2811,1003019209,NAIR,DEEPAK,61637,IL,Neurology,2013,402,0,0,61637,Peoria
2812,1003019209,NAIR,DEEPAK,61637,IL,Neurology,2014,175,0,0,61637,Peoria
2813,1003019209,NAIR,DEEPAK,61637,IL,Neurology,2015,126,0,0,61637,Peoria
2814,1003019209,NAIR,DEEPAK,61637,IL,Neurology,2017,116,0,0,61637,Peoria
2815,1003019340,BAROS,EVAGELIA,97223,OR,Internal Medicine,2013,3424,174,46,97223,Washington
2816,1003019340,BAROS,EVAGELIA,97223,OR,Internal Medicine,2014,3744,179,29,97223,Washington
2817,1003019340,BAROS,EVAGELIA,97223,OR,Internal Medicine,2015,3963,134,35,97223,Washington
2818,1003019340,BAROS,EVAGELIA,97223,OR,Internal Medicine,2016,3908,114,27,97223,Washington
2819,1003019340,BAROS,EVAGELIA,97223,OR,Internal Medicine,2017,3650,85,0,97223,Washington
2820,1003019365,NGUYEN,TIMOTHY,95035,CA,Oral Surgery (Dentist only),2017,188,64,0,95035,Alameda
2821,1003019365,NGUYEN,TIMOTHY,95035,CA,Oral Surgery (Dentist only),2017,188,64,0,95035,Santa
2822,1003019365,NGUYEN,TIMOTHY,95035,CA,Oral Surgery (Dentists only),2016,117,31,0,95035,Alameda
2823,1003019365,NGUYEN,TIMOTHY,95035,CA,Oral Surgery (Dentists only),2016,117,31,0,95035,Santa
2824,1003019365,NGUYEN,TIMOTHY,95035,CA,Oral Surgery (dentists only),2013,120,32,0,95035,Alameda
2825,1003019365,NGUYEN,TIMOTHY,95035,CA,Oral Surgery (dentists only),2013,120,32,0,95035,Santa
2826,1003019365,NGUYEN,TIMOTHY,95035,CA,Oral Surgery (dentists only),2014,181,40,0,95035,Alameda
2827,1003019365,NGUYEN,TIMOTHY,95035,CA,Oral Surgery (dentists only),2014,181,40,0,95035,Santa
2828,1003019365,NGUYEN,TIMOTHY,95035,CA,Oral Surgery (dentists only),2015,147,37,0,95035,Alameda
2829,1003019365,NGUYEN,TIMOTHY,95035,CA,Oral Surgery (dentists only),2015,147,37,0,95035,Santa
2830,1003019381,KOO,WAH WAI,77035,TX,Dentist,2013,56,0,0,77035,Harris
2831,1003019381,KOO,WAH WAI,77035,TX,Dentist,2014,42,0,0,77035,Harris
2832,1003019381,KOO,WAH WAI,77035,TX,Dentist,2015,55,0,0,77035,Harris
2833,1003019381,KOO,WAH WAI,77035,TX,Dentist,2016,43,0,0,77035,Harris
2834,1003019381,KOO,WAH WAI,77035,TX,Dentist,2017,49,0,0,77035,Harris
2835,1003019423,MARX,JULIE,64068,MO,Internal Medicine,2013,199,29,0,64068,Clay
2836,1003019423,MARX,JULIE,64068,MO,Internal Medicine,2014,205,32,0,64068,Clay
2837,1003019423,MARX,JULIE,64068,MO,Internal Medicine,2015,261,39,0,64068,Clay
2838,1003019423,MARX,JULIE,64068,MO,Internal Medicine,2016,322,37,0,64068,Clay
2839,1003019423,MARX,JULIE,64068,MO,Internal Medicine,2017,274,46,0,64068,Clay
2840,1003019498,RASER-SCHRAMM,JONATHAN,19713,DE,Neurology,2013,129,0,0,19713,New
2841,1003019498,RASER-SCHRAMM,JONATHAN,19713,DE,Neurology,2014,237,0,0,19713,New
2842,1003019498,RASER-SCHRAMM,JONATHAN,19713,DE,Neurology,2015,191,0,0,19713,New
2843,1003019498,RASER-SCHRAMM,JONATHAN,19713,DE,Neurology,2016,248,0,0,19713,New
2844,1003019498,RASER-SCHRAMM,JONATHAN,19713,DE,Neurology,2017,252,0,0,19713,New
2845,1003019563,FRANK,JOHN,48202,MI,Cardiology,2013,1217,0,0,48202,Wayne
2846,1003044751,SYAMAL,MAUSUMI,48202,MI,Otolaryngology,2013,57,19,0,48202,Wayne
2847,1003019563,FRANK,JOHN,54915,WI,Cardiology,2014,1204,0,0,54915,Calumet
2848,1003019563,FRANK,JOHN,54915,WI,Cardiology,2014,1204,0,0,54915,Outagamie
2849,1003019563,FRANK,JOHN,54915,WI,Cardiology,2014,1204,0,0,54915,Winnebago
2850,1003019563,FRANK,JOHN,54915,WI,Cardiology,2015,663,0,0,54915,Calumet
2851,1003019563,FRANK,JOHN,54915,WI,Cardiology,2015,663,0,0,54915,Outagamie
2852,1003019563,FRANK,JOHN,54915,WI,Cardiology,2015,663,0,0,54915,Winnebago
2853,1003019563,FRANK,JOHN,54915,WI,Cardiovascular Disease (Cardiology),2016,1008,0,0,54915,Calumet
2854,1003019563,FRANK,JOHN,54915,WI,Cardiovascular Disease (Cardiology),2016,1008,0,0,54915,Outagamie
2855,1003019563,FRANK,JOHN,54915,WI,Cardiovascular Disease (Cardiology),2016,1008,0,0,54915,Winnebago
2856,1003019563,FRANK,JOHN,97420,OR,Cardiology,2017,694,0,0,97420,Coos
2857,1003019589,NICOLETTE,JOHN,80113,CO,Dentist,2013,15,0,0,80113,Arapahoe
2858,1003019589,NICOLETTE,JOHN,80113,CO,Dentist,2014,26,0,0,80113,Arapahoe
2859,1003019589,NICOLETTE,JOHN,80113,CO,Dentist,2015,35,0,0,80113,Arapahoe
2860,1003019589,NICOLETTE,JOHN,80113,CO,Dentist,2016,36,0,0,80113,Arapahoe
2861,1003019589,NICOLETTE,JOHN,80113,CO,Dentist,2017,31,0,0,80113,Arapahoe
2862,1003019613,STEFAN,DELIA,12524,NY,Endocrinology,2013,1173,0,0,12524,Dutchess
2863,1003019613,STEFAN,DELIA,12524,NY,Endocrinology,2013,1173,0,0,12524,Putnam
2864,1003019613,STEFAN,DELIA,12524,NY,Endocrinology,2014,1826,0,0,12524,Dutchess
2865,1003019613,STEFAN,DELIA,12524,NY,Endocrinology,2014,1826,0,0,12524,Putnam
2866,1003019613,STEFAN,DELIA,12524,NY,Endocrinology,2015,1695,0,0,12524,Dutchess
2867,1003019613,STEFAN,DELIA,12524,NY,Endocrinology,2015,1695,0,0,12524,Putnam
2868,1003019613,STEFAN,DELIA,12524,NY,Endocrinology,2016,1087,0,0,12524,Dutchess
2869,1003019613,STEFAN,DELIA,12524,NY,Endocrinology,2016,1087,0,0,12524,Putnam
2870,1003019613,STEFAN,DELIA,12524,NY,Endocrinology,2017,857,0,0,12524,Dutchess
2871,1003019613,STEFAN,DELIA,12524,NY,Endocrinology,2017,857,0,0,12524,Putnam
2872,1003019621,SULLIVAN,DONALD,97239,OR,Pulmonary Disease,2013,47,0,0,97239,Multnomah
2873,1003029026,KIM,YU HYON,97239,OR,Ophthalmology,2014,30,0,0,97239,Multnomah
2874,1003037904,BURDICK,KRISTIN,97239,OR,Family Practice,2013,197,0,0,97239,Multnomah
2875,1003037904,BURDICK,KRISTIN,97239,OR,Family Practice,2014,114,0,0,97239,Multnomah
2876,1003019647,MULAMALLA,SUMANTH,46311,IN,Nephrology,2013,48,0,0,46311,Lake
2877,1003019647,MULAMALLA,SUMANTH,46311,IN,Nephrology,2014,58,0,0,46311,Lake
2878,1003019647,MULAMALLA,SUMANTH,46311,IN,Nephrology,2015,115,0,0,46311,Lake
2879,1003019647,MULAMALLA,SUMANTH,46311,IN,Nephrology,2016,175,0,0,46311,Lake
2880,1003019647,MULAMALLA,SUMANTH,46311,IN,Nephrology,2017,206,0,0,46311,Lake
2881,1003019720,MAUST,NATHAN,22939,VA,Emergency Medicine,2013,355,123,0,22939,Augusta
2882,1003019720,MAUST,NATHAN,22939,VA,Emergency Medicine,2014,351,94,0,22939,Augusta
2883,1003019720,MAUST,NATHAN,22939,VA,Emergency Medicine,2015,395,106,0,22939,Augusta
2884,1003019720,MAUST,NATHAN,22939,VA,Emergency Medicine,2016,332,91,0,22939,Augusta
2885,1003019720,MAUST,NATHAN,22939,VA,Emergency Medicine,2017,357,64,0,22939,Augusta
2886,1003019811,LAM,EREK,15237,PA,Neurology,2013,823,41,0,15237,Allegheny
2887,1003019811,LAM,EREK,15237,PA,Neurology,2014,2403,102,0,15237,Allegheny
2888,1003019811,LAM,EREK,15237,PA,Neurology,2015,3037,88,0,15237,Allegheny
2889,1003019811,LAM,EREK,15237,PA,Neurology,2016,3291,77,0,15237,Allegheny
2890,1003019811,LAM,EREK,15237,PA,Neurology,2017,3318,92,0,15237,Allegheny
2891,1003019902,ACOSTA,LEALANI,37232,TN,Neurology,2013,61,0,0,37232,Davidson
2892,1003019902,ACOSTA,LEALANI,37232,TN,Neurology,2014,322,0,0,37232,Davidson
2893,1003019902,ACOSTA,LEALANI,37232,TN,Neurology,2015,598,0,0,37232,Davidson
2894,1003019902,ACOSTA,LEALANI,37232,TN,Neurology,2016,508,0,0,37232,Davidson
2895,1003019902,ACOSTA,LEALANI,37232,TN,Neurology,2017,959,0,0,37232,Davidson
2896,1003050972,LENTZ,ROBERT,37232,TN,Emergency Medicine,2014,53,0,0,37232,Davidson
2897,1003050972,LENTZ,ROBERT,37232,TN,Emergency Medicine,2015,39,0,0,37232,Davidson
2898,1003050972,LENTZ,ROBERT,37232,TN,Internal Medicine,2016,15,0,0,37232,Davidson
2899,1003019910,MIN,JONATHAN,07747,NJ,Dentist,2013,265,0,0,07747,Middlesex
2900,1003019910,MIN,JONATHAN,07747,NJ,Dentist,2013,265,0,0,07747,Monmouth
2901,1003019910,MIN,JONATHAN,07747,NJ,Dentist,2014,290,0,0,07747,Middlesex
2902,1003019910,MIN,JONATHAN,07747,NJ,Dentist,2014,290,0,0,07747,Monmouth
2903,1003019910,MIN,JONATHAN,07747,NJ,Dentist,2015,308,0,0,07747,Middlesex
2904,1003019910,MIN,JONATHAN,07747,NJ,Dentist,2015,308,0,0,07747,Monmouth
2905,1003019910,MIN,JONATHAN,07747,NJ,Dentist,2016,212,0,0,07747,Middlesex
2906,1003019910,MIN,JONATHAN,07747,NJ,Dentist,2016,212,0,0,07747,Monmouth
2907,1003019910,MIN,JONATHAN,07747,NJ,Dentist,2017,308,0,0,07747,Middlesex
2908,1003019910,MIN,JONATHAN,07747,NJ,Dentist,2017,308,0,0,07747,Monmouth
2909,1003019944,AHMED,MESER,11372,NY,Dentist,2013,61,0,0,11372,Queens
2910,1003019944,AHMED,MESER,11372,NY,Dentist,2014,78,0,0,11372,Queens
2911,1003019944,AHMED,MESER,11372,NY,Dentist,2015,63,0,0,11372,Queens
2912,1003019944,AHMED,MESER,11372,NY,Dentist,2016,37,0,0,11372,Queens
2913,1003019944,AHMED,MESER,11372,NY,Dentist,2017,67,0,0,11372,Queens
2914,1003019977,SURIS,DHARMA,00717,PR,Psychiatry & Neurology,2013,1294,0,0,00717,Ponce
2915,1003019977,SURIS,DHARMA,00717,PR,Psychiatry & Neurology,2014,1202,0,0,00717,Ponce
2916,1003019977,SURIS,DHARMA,00717,PR,Psychiatry & Neurology,2015,1094,0,0,00717,Ponce
2917,1003019977,SURIS,DHARMA,00717,PR,Psychiatry & Neurology,2016,981,0,0,00717,Ponce
2918,1003019977,SURIS,DHARMA,00717,PR,Psychiatry & Neurology,2017,512,0,0,00717,Ponce
2919,1003020041,BAXTER,MARGARET,14626,NY,Family Practice,2013,5634,217,23,14626,Monroe
2920,1003020041,BAXTER,MARGARET,14626,NY,Family Practice,2014,5341,214,19,14626,Monroe
2921,1003020041,BAXTER,MARGARET,14626,NY,Family Practice,2015,5801,258,29,14626,Monroe
2922,1003020041,BAXTER,MARGARET,14626,NY,Family Practice,2016,5935,297,30,14626,Monroe
2923,1003020041,BAXTER,MARGARET,14626,NY,Family Practice,2017,5661,324,29,14626,Monroe
2924,1003020058,WALTON,WILLIAM,79510,TX,Dentist,2013,32,0,0,79510,Callahan
2925,1003020116,SIMPSON,MATTHEW,65807,MO,General Surgery,2013,213,95,0,65807,Greene
2926,1003020116,SIMPSON,MATTHEW,65807,MO,General Surgery,2014,316,154,0,65807,Greene
2927,1003020116,SIMPSON,MATTHEW,65807,MO,General Surgery,2015,349,153,0,65807,Greene
2928,1003020116,SIMPSON,MATTHEW,65807,MO,General Surgery,2016,356,159,0,65807,Greene
2929,1003020116,SIMPSON,MATTHEW,65807,MO,General Surgery,2017,352,141,0,65807,Greene
2930,1003020132,BURSICH,THOMAS,16426,PA,Dentist,2013,101,36,0,16426,Erie
2931,1003020132,BURSICH,THOMAS,16426,PA,Dentist,2014,20,0,0,16426,Erie
2932,1003020132,BURSICH,THOMAS,16426,PA,Dentist,2015,35,0,0,16426,Erie
2933,1003020132,BURSICH,THOMAS,16426,PA,Dentist,2016,43,0,0,16426,Erie
2934,1003020132,BURSICH,THOMAS,16426,PA,Dentist,2017,90,29,0,16426,Erie
2935,1003020223,TODD,DAVID,92544,CA,Optometry,2013,11,0,0,92544,Riverside
2936,1003020223,TODD,DAVID,92544,CA,Optometry,2014,159,0,0,92544,Riverside
2937,1003020223,TODD,DAVID,92544,CA,Optometry,2015,81,0,0,92544,Riverside
2938,1003020223,TODD,DAVID,92544,CA,Optometry,2016,25,0,0,92544,Riverside
2939,1003020223,TODD,DAVID,92544,CA,Optometry,2017,22,0,0,92544,Riverside
2940,1003020256,LALEHZARI,ARMIN,11361,NY,Dentist,2013,30,0,0,11361,Queens
2941,1003020256,LALEHZARI,ARMIN,11361,NY,Dentist,2014,27,0,0,11361,Queens
2942,1003020256,LALEHZARI,ARMIN,11361,NY,Dentist,2015,36,11,0,11361,Queens
2943,1003020256,LALEHZARI,ARMIN,11361,NY,Dentist,2016,27,0,0,11361,Queens
2944,1003020256,LALEHZARI,ARMIN,11361,NY,Dentist,2017,14,0,0,11361,Queens
2945,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2014,15,0,0,22701,Culpeper
2946,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2014,15,0,0,22701,Madison
2947,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2014,15,0,0,22701,Orange
2948,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2015,25,0,0,22701,Culpeper
2949,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2015,25,0,0,22701,Madison
2950,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2015,25,0,0,22701,Orange
2951,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2016,139,11,0,22701,Culpeper
2952,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2016,139,11,0,22701,Madison
2953,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2016,139,11,0,22701,Orange
2954,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2017,176,27,0,22701,Culpeper
2955,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2017,176,27,0,22701,Madison
2956,1003020264,HENNESSY,SARA,22701,VA,General Surgery,2017,176,27,0,22701,Orange
2957,1003020348,RIPPON,JENNIFER,39534,MS,Internal Medicine,2013,51,0,0,39534,Harrison
2958,1003020348,RIPPON,JENNIFER,39534,MS,Internal Medicine,2015,11,0,0,39534,Harrison
2959,1003020413,BATTY,GEORGE,92262,CA,Internal Medicine,2013,36,0,0,92262,Riverside
2960,1003020413,BATTY,GEORGE,92262,CA,Internal Medicine,2014,216,42,24,92262,Riverside
2961,1003020413,BATTY,GEORGE,92262,CA,Internal Medicine,2015,162,15,0,92262,Riverside
2962,1003025537,CLAPPER,MICHAEL,92262,CA,Dentist,2013,96,11,0,92262,Riverside
2963,1003025537,CLAPPER,MICHAEL,92262,CA,Dentist,2014,85,0,0,92262,Riverside
2964,1003025537,CLAPPER,MICHAEL,92262,CA,Dentist,2015,84,16,0,92262,Riverside
2965,1003025537,CLAPPER,MICHAEL,92262,CA,Dentist,2016,84,0,0,92262,Riverside
2966,1003025537,CLAPPER,MICHAEL,92262,CA,Dentist,2017,54,0,0,92262,Riverside
2967,1003020470,SANOR,TERI,44333,OH,Internal Medicine,2013,282,16,0,44333,Medina
2968,1003020470,SANOR,TERI,44333,OH,Internal Medicine,2013,282,16,0,44333,Summit
2969,1003020470,SANOR,TERI,44333,OH,Internal Medicine,2014,321,32,0,44333,Medina
2970,1003020470,SANOR,TERI,44333,OH,Internal Medicine,2014,321,32,0,44333,Summit
2971,1003020470,SANOR,TERI,44333,OH,Internal Medicine,2015,75,0,0,44333,Medina
2972,1003020470,SANOR,TERI,44333,OH,Internal Medicine,2015,75,0,0,44333,Summit
2973,1003020470,SANOR,TERI,44333,OH,Internal Medicine,2016,23,0,0,44333,Medina
2974,1003020470,SANOR,TERI,44333,OH,Internal Medicine,2016,23,0,0,44333,Summit
2975,1003020496,WINTERS,AMANDA,52655,IA,Psychiatry,2013,236,0,0,52655,Des
2976,1003020496,WINTERS,AMANDA,52655,IA,Psychiatry,2014,2659,0,0,52655,Des
2977,1003020496,WINTERS,AMANDA,52655,IA,Psychiatry,2015,3566,0,0,52655,Des
2978,1003020496,WINTERS,AMANDA,52655,IA,Psychiatry,2016,4107,0,0,52655,Des
2979,1003020496,WINTERS,AMANDA,52655,IA,Psychiatry,2017,3505,0,0,52655,Des
2980,1003020504,PUNSALAN,TRICIA,77301,TX,Family Practice,2013,447,39,0,77301,Montgomery
2981,1003020504,PUNSALAN,TRICIA,77301,TX,Family Practice,2014,696,63,0,77301,Montgomery
2982,1003020504,PUNSALAN,TRICIA,77301,TX,Family Practice,2015,655,45,0,77301,Montgomery
2983,1003020504,PUNSALAN,TRICIA,77301,TX,Family Practice,2016,538,15,0,77301,Montgomery
2984,1003020504,PUNSALAN,TRICIA,77301,TX,Family Practice,2017,814,28,0,77301,Montgomery
2985,1003020512,TIU,BASILISO,07020,NJ,Dentist,2014,20,0,0,07020,Bergen
2986,1003020512,TIU,BASILISO,07020,NJ,Dentist,2015,38,0,0,07020,Bergen
2987,1003020512,TIU,BASILISO,07020,NJ,Dentist,2016,22,0,0,07020,Bergen
2988,1003020512,TIU,BASILISO,07020,NJ,Dentist,2017,16,0,0,07020,Bergen
2989,1003020538,BROWN,COLLEEN,02135,MA,Physician Assistant,2013,171,0,0,02135,Norfolk
2990,1003020538,BROWN,COLLEEN,02135,MA,Physician Assistant,2013,171,0,0,02135,Suffolk
2991,1003020538,BROWN,COLLEEN,02135,MA,Physician Assistant,2014,197,24,0,02135,Norfolk
2992,1003020538,BROWN,COLLEEN,02135,MA,Physician Assistant,2014,197,24,0,02135,Suffolk
2993,1003020538,BROWN,COLLEEN,02135,MA,Physician Assistant,2015,399,20,0,02135,Norfolk
2994,1003020538,BROWN,COLLEEN,02135,MA,Physician Assistant,2015,399,20,0,02135,Suffolk
2995,1003020538,BROWN,COLLEEN,08043,NJ,Physician Assistant,2016,603,28,0,08043,Burlington
2996,1003020538,BROWN,COLLEEN,08043,NJ,Physician Assistant,2016,603,28,0,08043,Camden
2997,1003020538,BROWN,COLLEEN,08043,NJ,Physician Assistant,2017,510,0,0,08043,Burlington
2998,1003020538,BROWN,COLLEEN,08043,NJ,Physician Assistant,2017,510,0,0,08043,Camden
2999,1003034034,GORDON,SUSAN,08043,NJ,Ophthalmology,2013,1135,0,0,08043,Burlington
3000,1003034034,GORDON,SUSAN,08043,NJ,Ophthalmology,2013,1135,0,0,08043,Camden
3001,1003034034,GORDON,SUSAN,08043,NJ,Ophthalmology,2014,1100,0,0,08043,Burlington
3002,1003034034,GORDON,SUSAN,08043,NJ,Ophthalmology,2014,1100,0,0,08043,Camden
3003,1003034034,GORDON,SUSAN,08043,NJ,Ophthalmology,2015,1234,0,0,08043,Burlington
3004,1003034034,GORDON,SUSAN,08043,NJ,Ophthalmology,2015,1234,0,0,08043,Camden
3005,1003034034,GORDON,SUSAN,08043,NJ,Ophthalmology,2016,1084,0,0,08043,Burlington
3006,1003034034,GORDON,SUSAN,08043,NJ,Ophthalmology,2016,1084,0,0,08043,Camden
3007,1003034034,GORDON,SUSAN,08043,NJ,Ophthalmology,2017,1236,0,0,08043,Burlington
3008,1003034034,GORDON,SUSAN,08043,NJ,Ophthalmology,2017,1236,0,0,08043,Camden
3009,1003020561,HENRY,SCOTT,39402,MS,Thoracic Surgery,2017,30,0,0,39402,Covington
3010,1003020561,HENRY,SCOTT,39402,MS,Thoracic Surgery,2017,30,0,0,39402,Forrest
3011,1003020561,HENRY,SCOTT,39402,MS,Thoracic Surgery,2017,30,0,0,39402,Lamar
3012,1003020561,HENRY,SCOTT,48075,MI,Thoracic Surgery,2013,31,0,0,48075,Oakland
3013,1003020561,HENRY,SCOTT,48075,MI,Thoracic Surgery,2014,13,0,0,48075,Oakland
3014,1003020595,SIMMONS,BARRON,30605,GA,Dentist,2014,50,0,0,30605,Clarke
3015,1003020595,SIMMONS,BARRON,30605,GA,Dentist,2014,50,0,0,30605,Oconee
3016,1003020595,SIMMONS,BARRON,30605,GA,Dentist,2015,142,0,0,30605,Clarke
3017,1003020595,SIMMONS,BARRON,30605,GA,Dentist,2015,142,0,0,30605,Oconee
3018,1003020595,SIMMONS,BARRON,30605,GA,Dentist,2016,142,0,0,30605,Clarke
3019,1003020595,SIMMONS,BARRON,30605,GA,Dentist,2016,142,0,0,30605,Oconee
3020,1003020595,SIMMONS,BARRON,30605,GA,Dentist,2017,136,0,0,30605,Clarke
3021,1003020595,SIMMONS,BARRON,30605,GA,Dentist,2017,136,0,0,30605,Oconee
3022,1003020595,SIMMONS,BARRY,30605,GA,Dentist,2013,62,0,0,30605,Clarke
3023,1003020595,SIMMONS,BARRY,30605,GA,Dentist,2013,62,0,0,30605,Oconee
3024,1003046129,SWANN,SARA,30605,GA,Nurse Practitioner,2013,1193,0,0,30605,Clarke
3025,1003046129,SWANN,SARA,30605,GA,Nurse Practitioner,2013,1193,0,0,30605,Oconee
3026,1003046129,SWANN,SARA,30605,GA,Nurse Practitioner,2014,727,0,0,30605,Clarke
3027,1003046129,SWANN,SARA,30605,GA,Nurse Practitioner,2014,727,0,0,30605,Oconee
3028,1003046129,SWANN,SARA,30605,GA,Nurse Practitioner,2015,694,0,0,30605,Clarke
3029,1003046129,SWANN,SARA,30605,GA,Nurse Practitioner,2015,694,0,0,30605,Oconee
3030,1003046129,SWANN,SARA,30605,GA,Nurse Practitioner,2016,1045,0,0,30605,Clarke
3031,1003046129,SWANN,SARA,30605,GA,Nurse Practitioner,2016,1045,0,0,30605,Oconee
3032,1003046129,SWANN,SARA,30605,GA,Nurse Practitioner,2017,1411,0,0,30605,Clarke
3033,1003046129,SWANN,SARA,30605,GA,Nurse Practitioner,2017,1411,0,0,30605,Oconee
3034,1003020678,PINEYRO,ALFONSO,98272,WA,Dentist,2014,17,0,0,98272,Snohomish
3035,1003020678,PINEYRO,ALFONSO,98272,WA,Dentist,2015,26,0,0,98272,Snohomish
3036,1003020785,SENSENIG,JEFF,78229,TX,Emergency Medicine,2013,292,89,0,78229,Bexar
3037,1003020785,SENSENIG,JEFF,78229,TX,Emergency Medicine,2014,312,91,0,78229,Bexar
3038,1003020785,SENSENIG,JEFF,78229,TX,Emergency Medicine,2015,387,95,0,78229,Bexar
3039,1003020785,SENSENIG,JEFF,78229,TX,Emergency Medicine,2016,266,72,0,78229,Bexar
3040,1003020785,SENSENIG,JEFF,78229,TX,Emergency Medicine,2017,220,49,0,78229,Bexar
3041,1003047515,ALAS,ALEXANDRIAH,78229,TX,Obstetrics & Gynecology,2016,211,23,0,78229,Bexar
3042,1003047515,ALAS,ALEXANDRIAH,78229,TX,Obstetrics & Gynecology,2017,295,0,0,78229,Bexar
3043,1003047515,ALAS,ALEXANDRIAH,78229,TX,Obstetrics/Gynecology,2015,449,62,0,78229,Bexar
3044,1003020793,BENINATO,JOSEPH,01844,MA,Dentist,2013,36,0,0,01844,Essex
3045,1003020793,BENINATO,JOSEPH,01844,MA,Dentist,2014,24,0,0,01844,Essex
3046,1003020793,BENINATO,JOSEPH,01844,MA,Dentist,2015,27,0,0,01844,Essex
3047,1003020793,BENINATO,JOSEPH,01844,MA,Dentist,2016,51,0,0,01844,Essex
3048,1003020793,BENINATO,JOSEPH,01844,MA,Dentist,2017,21,0,0,01844,Essex
3049,1003020942,GAINER,PAUL,26301,WV,Dentist,2013,205,42,0,26301,Harrison
3050,1003020942,GAINER,PAUL,26301,WV,Dentist,2014,145,24,0,26301,Harrison
3051,1003020942,GAINER,PAUL,26301,WV,Dentist,2015,129,33,0,26301,Harrison
3052,1003020942,GAINER,PAUL,26301,WV,Dentist,2016,127,23,0,26301,Harrison
3053,1003020942,GAINER,PAUL,26301,WV,Dentist,2017,160,24,0,26301,Harrison
3054,1003042060,HICKS,REBEKAH,26301,WV,Physician Assistant,2013,3169,0,0,26301,Harrison
3055,1003042060,HICKS,REBEKAH,26301,WV,Physician Assistant,2014,4552,0,0,26301,Harrison
3056,1003042060,HICKS,REBEKAH,26301,WV,Physician Assistant,2015,4017,0,0,26301,Harrison
3057,1003042060,HICKS,REBEKAH,26301,WV,Physician Assistant,2016,3929,0,0,26301,Harrison
3058,1003042060,HICKS,REBEKAH,26301,WV,Physician Assistant,2017,5226,0,0,26301,Harrison
3059,1003020975,BHAGAVATULA,SOWJANYA,07088,NJ,Internal Medicine,2013,1621,39,0,07088,Essex
